"simRun","year","scenario","meanGV","varGV","varGxE","h2","H2","accSDN","accCET","accPYT","accAYT","accUYT","nParCET","nParPYT","nParAYT","nParUYT"
24,-17,"Narrow adaptation",1.78090089633713,1.26461970390026,2,0,0,0,0,0,0,0,0,0,0,0
24,-16,"Narrow adaptation",2.45432270494097,0.897179173458023,2,0,0,0,0,0,0,0,0,0,0,0
24,-15,"Narrow adaptation",2.59709522140834,0.911454031959523,2,0,0,0,0,0,0,0,0,0,0,0
24,-14,"Narrow adaptation",2.44602854155946,1.01957998697602,2,0,0,0,0,0,0,0,0,0,0,0
24,-13,"Narrow adaptation",2.44682780537835,0.924868243030936,2,0,0,0,0,0,0,0,0,0,0,0
24,-12,"Narrow adaptation",3.85413708571014,0.797980910947355,2,0,0,0,0,0,0,0,0,0,0,0
24,-11,"Narrow adaptation",4.29222828539037,0.824676542293384,2,0,0,0,0,0,0,0,0,0,0,0
24,-10,"Narrow adaptation",4.36247412346235,0.968838478948284,2,0,0,0,0,0,0,0,0,0,0,0
24,-9,"Narrow adaptation",4.3438393595697,0.850790347418812,2,0,0,0,0,0,0,0,0,0,0,0
24,-8,"Narrow adaptation",4.24976568414589,0.803157564591953,2,0,0,0,0,0,0,0,0,0,0,0
24,-7,"Narrow adaptation",5.17233878985144,0.753047520771754,2,0,0,0,0,0,0,0,0,0,0,0
24,-6,"Narrow adaptation",5.69716365289494,0.867520932655213,2,0,0,0,0,0,0,0,0,0,0,0
24,-5,"Narrow adaptation",6.23002094292509,0.847768485348585,2,0,0,0,0,0,0,0,0,0,0,0
24,-4,"Narrow adaptation",6.2041333673424,0.814240100616798,2,0,0,0,0,0,0,0,0,0,0,0
24,-3,"Narrow adaptation",6.05229125461782,0.769985931289622,2,0,0,0,0,0,0,0,0,0,0,0
24,-2,"Narrow adaptation",6.60307663050407,0.728851466404532,2,0,0,0,0,0,0,0,0,0,0,0
24,-1,"Narrow adaptation",7.26856811240641,0.784717535008975,2,0,0,0,0,0,0,0,0,0,0,0
24,0,"Narrow adaptation",7.71313895836277,0.779423447832288,2,0,0,0,0,0,0,0,0,0,0,0
24,1,"Narrow adaptation",7.86051478043686,1.78243929113277,2,0.517343343872606,0.517343422006068,0.133516863837911,0.307676670589196,0.698610699152256,0.841376793571503,0.947283076486454,8.5,6.5,2,8
24,2,"Narrow adaptation",8.06453502782986,1.87156267281465,2,0.545213254530589,0.545213464047892,0.132402640017706,0.238060912643515,0.610830824824838,0.796538474771729,0.928682849362878,12,4.5,7.5,1
24,3,"Narrow adaptation",9.45161692169076,1.43166033608117,2,0.484361995646978,0.484362146648096,0.1481201701012,0.269693837198374,0.643977773366524,0.798840479894267,0.887436440546139,0.5,7,10,7.5
24,4,"Narrow adaptation",9.3303668220376,1.28938644005162,2,0.456095208098747,0.466586844965424,0.125795070282708,0.277244958811443,0.730196157655952,0.815017048831758,0.857658110786896,4.5,4.5,8.5,7.5
24,5,"Narrow adaptation",9.82831543750548,1.3270606826451,2,0.386233593382406,0.386233671312411,0.14609239651495,0.230616120276079,0.662708520093071,0.81616365702384,0.843477459181773,3.5,5.5,9,7
24,6,"Narrow adaptation",10.6435787189773,1.30909222148267,2,0.435909177292565,0.435909272230975,0.111578865410338,0.257603314456791,0.612782230349159,0.815111245721363,0.871378660250868,1,6,10.5,7.5
24,7,"Narrow adaptation",11.3110651554294,1.21844348607596,2,0.331031549599524,0.432431115672291,0.130277203849379,0.283677094746204,0.584000406422303,0.694587979379135,0.878887561288814,6,2.5,7,9.5
24,8,"Narrow adaptation",11.7608174577769,1.31365017788637,2,0.311693680544184,0.380448384074156,0.142985744896262,0.279061147603445,0.650776949209635,0.818259930003988,0.818223075778004,7.5,7,4.5,6
24,9,"Narrow adaptation",11.9209061312229,1.42195974328605,2,0.22336376832692,0.364873583718572,0.152183852396023,0.300480840819839,0.634860829821179,0.771927546625484,0.923309115645711,3.5,10,7,4.5
24,10,"Narrow adaptation",12.2201831672702,1.47609700986391,2,0.201032917961655,0.373736328593676,0.182320157944184,0.31174743356508,0.673810927589973,0.772716246210892,0.792712982095378,1.5,9,9,5.5
25,-19,"Narrow adaptation",0.194766073486171,1.00448230226438,2,0,0,0,0,0,0,0,0,0,0,0
25,-18,"Narrow adaptation",0.161274636765228,1.03177679044494,2,0,0,0,0,0,0,0,0,0,0,0
25,-17,"Narrow adaptation",1.54993518857837,0.795892454177809,2,0,0,0,0,0,0,0,0,0,0,0
25,-16,"Narrow adaptation",1.97785755713846,0.728729529129491,2,0,0,0,0,0,0,0,0,0,0,0
25,-15,"Narrow adaptation",1.82907426053839,0.685018772905474,2,0,0,0,0,0,0,0,0,0,0,0
25,-14,"Narrow adaptation",1.77739472929055,0.675399178699919,2,0,0,0,0,0,0,0,0,0,0,0
25,-13,"Narrow adaptation",2.1105113446523,0.751597916541895,2,0,0,0,0,0,0,0,0,0,0,0
25,-12,"Narrow adaptation",2.95706494692551,0.68132205446619,2,0,0,0,0,0,0,0,0,0,0,0
25,-11,"Narrow adaptation",3.25912818498458,0.746240478770838,2,0,0,0,0,0,0,0,0,0,0,0
25,-10,"Narrow adaptation",3.61313945485068,0.613838201719301,2,0,0,0,0,0,0,0,0,0,0,0
25,-9,"Narrow adaptation",3.48003286705252,0.663692573336694,2,0,0,0,0,0,0,0,0,0,0,0
25,-8,"Narrow adaptation",3.45192331390403,0.761039702650821,2,0,0,0,0,0,0,0,0,0,0,0
25,-7,"Narrow adaptation",3.92530840833147,0.751365293142537,2,0,0,0,0,0,0,0,0,0,0,0
25,-6,"Narrow adaptation",4.45973607613077,0.739304138731351,2,0,0,0,0,0,0,0,0,0,0,0
25,-5,"Narrow adaptation",4.68217930374339,0.683980743633577,2,0,0,0,0,0,0,0,0,0,0,0
25,-4,"Narrow adaptation",5.01218091323554,0.682519042280429,2,0,0,0,0,0,0,0,0,0,0,0
25,-3,"Narrow adaptation",5.10527505160044,0.597885334385394,2,0,0,0,0,0,0,0,0,0,0,0
25,-2,"Narrow adaptation",5.467497416373,0.708079728293099,2,0,0,0,0,0,0,0,0,0,0,0
25,-1,"Narrow adaptation",6.062520636223,0.668958264797423,2,0,0,0,0,0,0,0,0,0,0,0
25,0,"Narrow adaptation",6.33535386665873,0.720108119968639,2,0,0,0,0,0,0,0,0,0,0,0
